,Id,name,Function,Best-hit-arabi-name,arabi-symbol,arabi-defline,GO term
235,AC217910.3_FG001,,(M=3) PTHR22814//PTHR22814:SF34 - COPPER TRANSPORT PROTEIN ATOX1-RELATED // SUBFAMILY NOT NAMED,AT4G39700.1,,Heavy metal transport/detoxification superfamily protein ,"GO:0046872,GO:0030001"
236,AC217910.3_FG004,,(M=11) PF05553 - Cotton fibre expressed protein,AT5G54300.1,,Protein of unknown function (DUF761),
237,GRMZM2G113264,,(M=17) K08869 - aarF domain-containing kinase,AT4G24810.2,,Protein kinase superfamily protein,"GO:0016772,GO:0006468,GO:0009507,GO:0005524,GO:0004672"
238,AC217977.3_FG001,,(M=11) PF04526 - Protein of unknown function (DUF568),AT3G07390.1,AIR12,auxin-responsive family protein,
239,GRMZM2G051545,,,AT3G45970.1,"ATEXLA1,ATEXPL1,ATHEXP BETA 2.1,EXLA1,EXPL1",expansin-like A1,"GO:0005794,GO:0005829,GO:0016020,GO:0006355,GO:0007165,GO:0009505,GO:0009506"
240,AC218998.2_FG001,,(M=136) KOG0156 - Cytochrome P450 CYP2 subfamily,AT5G25140.1,CYP71B13,"cytochrome P450, family 71, subfamily B, polypeptide 13","GO:0004497,GO:0046872,GO:0020037,GO:0016705,GO:0009055,GO:0055114"
241,AC219006.2_FG006,,(M=64) PTHR11132 - SOLUTE CARRIER FAMILY 35,AT3G11320.1,,Nucleotide-sugar transporter family protein,"GO:0016021,GO:0016020"
242,AC219006.2_FG007,rad51e,(M=1) K10869 - RAD51-like protein 1,AT2G28560.1,"ATRAD51B,RAD51B",DNA repair (Rad51) family protein,"GO:0008094,GO:0017111,GO:0000166,GO:0003677,GO:0006259,GO:0005524"
243,GRMZM2G058404,ggps3,"(M=4) K13789 - geranylgeranyl diphosphate synthase, type II",AT4G36810.1,GGPS1,geranylgeranyl pyrophosphate synthase 1,"GO:0051501,GO:0008299,GO:0004311,GO:0016740"
244,AC219056.2_FG004,,,,,,
245,AC219190.3_FG002,,(M=86) PF01357//PF03330 - Pollen allergen // Rare lipoprotein A (RlpA)-like double-psi beta-barrel,AT4G38210.1,"ATEXP20,ATEXPA20,ATHEXP ALPHA 1.23,EXP20,EXPA20",expansin A20,"GO:0006949,GO:0009664,GO:0016020,GO:0005576,GO:0080167"
246,AC220924.2_FG004,,,,,,
247,GRMZM2G470671,,,AT5G64400.1,,,
248,AC225127.3_FG003,,(M=64) PF00234 - Protease inhibitor/seed storage/LTP family,AT5G52160.1,,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein,
249,AC225308.2_FG005,,,AT2G47820.1,,,"GO:0003682,GO:0003677"
250,AC225309.2_FG003,,"(M=5) PTHR22888 - CYTOCHROME C OXIDASE, SUBUNIT II",ATMG00160.1,,cytochrome oxidase 2,"GO:0016021,GO:0022900"
251,AC225790.2_FG003,,,,,,
252,GRMZM5G826389,,,AT1G17020.1,"ATSRG1,SRG1",senescence-related gene 1,"GO:0016706,GO:0016702,GO:0055114,GO:0016491"
253,GRMZM5G869762,,,,,,
254,GRMZM2G452727,,,,,,
255,AC231755.1_FG010,,,,,,
256,GRMZM2G117632,,(M=4) PTHR21237:SF4 - GRPE PROTEIN (HEAT SHOCK PROTEIN) (CGE1),AT1G36390.2,,Co-chaperone GrpE family protein,"GO:0006457,GO:0051087,GO:0000774,GO:0042803"
257,AC232238.2_FG008,,,AT3G54290.1,,,
258,AC233850.1_FG003,,(M=70) PF04043 - Plant invertase/pectin methylesterase inhibitor,AT5G46940.1,,Plant invertase/pectin methylesterase inhibitor superfamily protein,"GO:0004857,GO:0030599"
259,AC233850.1_FG009,,(M=5) PTHR11638:SF2 - ATP-DEPENDENT CLP PROTEASE-RELATED,AT5G57130.1,,Clp amino terminal domain-containing protein,
260,AC233851.1_FG011,,(M=12) 4.2.2.2 - Pectate lyase.,AT5G09280.1,,Pectin lyase-like superfamily protein,
261,AC233861.1_FG001,,(M=4) PTHR24420//PTHR24420:SF736 - LEUCINE-RICH REPEAT RECEPTOR-LIKE PROTEIN KINASE ,AT5G56040.2,,Leucine-rich receptor-like protein kinase family protein,"GO:0006468,GO:0016772,GO:0004674,GO:0005515,GO:0005524"
262,GRMZM2G307553,,,,,,
263,AC233871.1_FG005,,(M=3) PTHR24420//PTHR24420:SF551 - LEUCINE-RICH REPEAT RECEPTOR-LIKE PROTEIN KINASE ,AT1G53430.2,,Leucine-rich repeat transmembrane protein kinase,"GO:0004674,GO:0006468,GO:0016772,GO:0005524"
264,AC233885.1_FG002,,,AT5G06380.1,,,
265,GRMZM2G133475,,(M=128) 1.11.1.7 - Peroxidase.,AT5G05340.1,,Peroxidase superfamily protein,"GO:0020037,GO:0006979,GO:0005576,GO:0042744,GO:0046872,GO:0004601,GO:0055114,GO:0016491"
266,GRMZM2G068149,,(M=2) PF03966 - Trm112p-like protein,AT4G35905.1,,,
267,AC233910.1_FG002,,,AT1G77760.1,"GNR1,NIA1,NR1",nitrate reductase 1,
268,GRMZM2G073312,,(M=3) PTHR11851:SF34 - PITRILYSIN,AT5G42390.1,,Insulinase (Peptidase family M16) family protein,"GO:0009570,GO:0005739,GO:0003824,GO:0009793,GO:0008152,GO:0046872,GO:0009507"
269,AC233938.1_FG003,,,,,,
270,AC233943.1_FG002,ra2,(M=44) PF03195 - Protein of unknown function DUF260,AT5G63090.2,LOB,Lateral organ boundaries (LOB) domain family protein,GO:0010199
271,AC233946.1_FG004,,(M=52) PF06203 - CCT motif,AT5G41380.1,,CCT motif family protein,GO:0005515
272,AC233955.1_FG002,,,AT1G56423.1,,,
273,AC233956.1_FG002,,,,,,
274,GRMZM2G343563,,,AT1G15400.3,,,
275,AC234149.1_FG001,,,,,,
276,GRMZM2G082296,,(M=3) 2.1.1.56 - mRNA (guanine-N(7)-)-methyltransferase.,AT3G52210.3,,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein,
277,AC234157.1_FG003,,,AT2G23690.1,,,
278,AC234164.1_FG004,gras42,(M=99) PF03514 - GRAS domain family,AT1G63100.1,,GRAS family transcription factor,GO:0006355
279,AC234166.1_FG002,,,,,,
280,AC234185.1_FG005,,,,,,
281,AC234190.1_FG002,,(M=23) PTHR11709:SF9 - LACCASE,AT3G09220.1,LAC7,laccase 7,"GO:0046872,GO:0005507,GO:0055114,GO:0016491"
282,AC234526.1_FG005,,(M=16) PTHR10366//PTHR10366:SF74 - NAD DEPENDENT EPIMERASE/DEHYDRATASE // SUBFAMILY NOT NAMED,AT2G33590.1,,NAD(P)-binding Rossmann-fold superfamily protein,"GO:0003824,GO:0044237,GO:0050662"
283,AC234575.1_FG003,,(M=5) 4.2.3.1 - Threonine synthase.,AT4G29840.1,"MTO2,TS",Pyridoxal-5\'-phosphate-dependent enzyme family protein,"GO:0006520,GO:0030170"
284,GRMZM2G434514,,(M=20) PF01476 - LysM domain,AT4G25433.1,,peptidoglycan-binding LysM domain-containing protein,GO:0016998
285,AF546187.1_FG012,,,AT3G49930.1,,C2H2 and C2HC zinc fingers superfamily protein,"GO:0008270,GO:0005622"
286,AF546188.1_FG006,,(M=35) PF01559 - Zein seed storage protein,,,,GO:0045735
287,AY530952.1_FG001,,(M=5) KOG4629 - Predicted mechanosensitive ion channel,AT5G12080.3,"ATMSL10,MSL10",mechanosensitive channel of small conductance-like 10,"GO:0050982,GO:0005634,GO:0006820,GO:0080167,GO:0005886,GO:0008381,GO:0055085"
288,EF517601.1_FG014,,(M=5) PF02446 - 4-alpha-glucanotransferase,AT5G64860.1,DPE1,disproportionating enzyme,"GO:0005975,GO:0004134"
289,GRMZM2G014594,,,,,,
290,GRMZM2G000166,,(M=10) PTHR22814:SF13 - COPPER CHAPERONE-RELATED,AT1G29000.1,,Heavy metal transport/detoxification superfamily protein ,"GO:0046872,GO:0030001"
291,GRMZM2G151227,whp1,(M=11) 2.3.1.74 - Naringenin-chalcone synthase.,AT5G13930.1,"ATCHS,CHS,TT4",Chalcone and stilbene synthase family protein,"GO:0009629,GO:0009733,GO:0009813,GO:0005783,GO:0009753,GO:0016210,GO:0005634,GO:0009715,GO:0009611,GO:0009705,GO:0009058,GO:0009926,GO:0010224,GO:0006979,GO:0031540"
292,GRMZM2G171346,,,,,,
293,GRMZM2G026131,,(M=4) PTHR11751:SF31 - ASPARTATE AMINOTRANSFERASE,AT1G80360.1,,Pyridoxal phosphate (PLP)-dependent transferases superfamily protein,"GO:0007018,GO:0005524,GO:0003777,GO:0005875"
294,GRMZM2G431714,,(M=11) K14641 - apyrase,AT5G18280.2,"APY2,ATAPY2",apyrase 2,GO:0016787
295,GRMZM2G000281,,,,,,GO:0005515
296,GRMZM2G000292,,,AT1G18850.1,,,
297,GRMZM2G000326,,,AT2G38870.1,,"Serine protease inhibitor, potato inhibitor I-type family protein","GO:0009611,GO:0004867"
298,GRMZM2G000353,,(M=7) PTHR22764:SF16 - ZINC FINGER (C3HC4-TYPE RING FINGER) FAMILY PROTEIN,AT2G17450.1,RHA3A,RING-H2 finger A3A,"GO:0046872,GO:0008270,GO:0005515"
299,GRMZM2G000423,,(M=34) 1.14.11.9 - Flavanone 3-dioxygenase.,AT5G20400.1,,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein,"GO:0016706,GO:0016702,GO:0055114,GO:0016491"
300,GRMZM2G000431,,,AT1G12380.1,,,GO:0003676
301,GRMZM2G034253,,(M=3) PTHR24423//PTHR24423:SF44 - TWO-COMPONENT SENSOR HISTIDINE KINASE ,AT2G47430.1,CKI1,Signal transduction histidine kinase,"GO:0000160,GO:0000156,GO:0016020,GO:0006355,GO:0007165,GO:0000155,GO:0005524"
302,GRMZM2G319307,,(M=22) PF00069//PF00560 - Protein kinase domain // Leucine Rich Repeat,AT3G47090.1,,Leucine-rich repeat protein kinase family protein,"GO:0006468,GO:0004674,GO:0005515,GO:0005524"
303,GRMZM2G000665,,,AT3G59340.1,,Eukaryotic protein of unknown function (DUF914),
304,GRMZM2G042893,bhlh144,,AT4G29930.2,,basic helix-loop-helix (bHLH) DNA-binding superfamily protein,GO:0046983
305,GRMZM2G000743,knox3,(M=1) PTHR11850:SF48 - HOMEOBOX PROTEIN MEIS3,AT4G08150.1,"BP,BP1,KNAT1",KNOTTED-like from Arabidopsis thaliana,"GO:0003700,GO:0006355,GO:0005634,GO:0043565"
306,GRMZM2G000775,,,,,,
307,GRMZM2G000781,,(M=4) K02691 - photosystem I subunit VII,ATCG01060.1,,"iron-sulfur cluster binding;electron carriers;4 iron, 4 sulfur cluster binding","GO:0009522,GO:0051539,GO:0009773,GO:0042651,GO:0015979,GO:0009055"
308,GRMZM2G000825,,,AT3G51280.1,,Tetratricopeptide repeat (TPR)-like superfamily protein,GO:0005515
309,GRMZM2G000836,,(M=44) PTHR10593 - SERINE/THREONINE-PROTEIN KINASE RIO,AT3G20880.1,WIP4,WIP domain protein 4,"GO:0008270,GO:0005622"
310,GRMZM2G000842,bzip87,,AT1G08320.1,"bZIP21,TGA9",bZIP transcription factor family protein,"GO:0003700,GO:0006355,GO:0043565"
311,GRMZM2G549568,,,,,,
312,GRMZM2G178287,,(M=2) K12734 - peptidyl-prolyl cis-trans isomerase-like 3 [EC:5.2.1.8],AT1G01940.1,,Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein,"GO:0000413,GO:0006457,GO:0016853,GO:0003755"
313,GRMZM2G002863,,(M=574) PF01535 - PPR repeat,AT4G16390.1,,pentatricopeptide (PPR) repeat-containing protein,
314,GRMZM2G042347,,(M=128) 1.11.1.7 - Peroxidase.,AT5G05340.1,,Peroxidase superfamily protein,"GO:0071456,GO:0055114,GO:0004601,GO:0020037,GO:0006979"
315,GRMZM2G001139,mads43,,AT4G09960.2,"AGL11,STK",K-box region and MADS-box transcription factor family protein ,"GO:0003700,GO:0005634,GO:0006355,GO:0046983"
316,GRMZM2G001173,,,AT4G02550.3,,,
317,GRMZM5G872618,,,,,,
318,GRMZM5G826765,,,,,,
319,GRMZM2G356579,,,AT5G09410.3,"CAMTA1,EICBP.B",ethylene induced calmodulin binding protein,"GO:0016020,GO:0015018,GO:0005515"
320,GRMZM2G013196,,,,,,
321,GRMZM2G040638,pox2,(M=128) 1.11.1.7 - Peroxidase.,AT1G05260.1,"RCI3,RCI3A",Peroxidase superfamily protein,"GO:0020037,GO:0006979,GO:0005576,GO:0042744,GO:0046872,GO:0004601,GO:0055114,GO:0016491"
322,GRMZM2G001772,,,,,,
323,AC152495.1_FG003,,(M=15) PTHR23155:SF129 - PUTATIVE RUST RESISTANCE PROTEIN (OS01G0781200 PROTEIN),AT3G14460.1,,LRR and NB-ARC domains-containing disease resistance protein,"GO:0006952,GO:0043531"
324,GRMZM5G878497,,(M=13) PF03004//PF03017 - Plant transposase (Ptta/En/Spm family) // TNP1/EN/SPM transposase,,,,
325,GRMZM2G001938,,(M=4) PTHR11062:SF1 - EXOSTOSIN RELATED,AT5G03795.1,,Exostosin family protein,GO:0016020
326,GRMZM2G001977,,(M=62) PTHR23024:SF10 - CARBOXYLESTERASE-RELATED,AT1G47480.1,,alpha/beta-Hydrolases superfamily protein,"GO:0016787,GO:0008152"
327,GRMZM2G001981,,,AT5G24310.1,ABIL3,ABL interactor-like protein 3,"GO:0010090,GO:0015630,GO:0048364"
328,GRMZM2G002010,,"(M=11) PF05605 - Drought induced 19 protein (Di19), zinc-binding",AT3G05700.1,,Drought-responsive family protein,
329,GRMZM2G334941,,(M=5) PTHR10996:SF20 - D-3-PHOSPHOGLYCERATE DEHYDROGENASE,AT4G34200.1,EDA9,D-3-phosphoglycerate dehydrogenase,"GO:0048037,GO:0055114,GO:0016616"
330,GRMZM2G002043,,,AT1G10910.1,,Pentatricopeptide repeat (PPR) superfamily protein,
331,GRMZM5G834171,,,,,,
332,GRMZM2G002147,,(M=3) KOG2933 - Uncharacterized conserved protein,AT4G15830.1,,ARM repeat superfamily protein,GO:0005488
333,GRMZM2G002240,,,,,,
334,GRMZM2G178289,,,,,,
335,GRMZM2G002280,,,AT3G27330.1,,zinc finger (C3HC4-type RING finger) family protein,"GO:0046872,GO:0008270,GO:0005515"
336,GRMZM2G122185,,(M=2) K12869 - crooked neck,AT5G41770.1,,"crooked neck protein, putative / cell cycle protein, putative","GO:0005515,GO:0006396,GO:0005622"
337,GRMZM2G002309,,,AT2G47820.2,,,"GO:0005634,GO:0003682,GO:0003677"
338,GRMZM2G351716,,,AT5G57740.1,XBAT32,XB3 ortholog 2 in Arabidopsis thaliana,
339,GRMZM2G002465,,,,,,
340,GRMZM2G408308,,(M=5) PTHR24115:SF36 - PHRAGMOPLAST-ASSOCIATED KINESIN-RELATED PROTEIN 2 (PAKRP2),AT4G14330.1,,P-loop containing nucleoside triphosphate hydrolases superfamily protein,"GO:0007018,GO:0000166,GO:0003777,GO:0005874,GO:0005875,GO:0005524"
341,GRMZM2G002529,,,,,,
342,GRMZM2G069382,,(M=15) PTHR23155:SF129 - PUTATIVE RUST RESISTANCE PROTEIN (OS01G0781200 PROTEIN),AT3G14470.1,,NB-ARC domain-containing disease resistance protein,"GO:0006952,GO:0043531,GO:0008270,GO:0003676"
343,GRMZM2G394876,,,AT4G39235.1,,,
344,GRMZM2G002805,,,AT2G28200.1,,C2H2-type zinc finger family protein,"GO:0008270,GO:0005622"
345,GRMZM5G802403,,,,,,
346,GRMZM2G127104,,(M=13) PTHR21136//PTHR21136:SF46 - SNARE PROTEINS // SUBFAMILY NOT NAMED,AT2G33120.2,"ATVAMP722,SAR1,VAMP722",synaptobrevin-related protein 1,
347,GRMZM2G097078,,,,,,
348,GRMZM2G003625,,(M=15) PTHR23155:SF129 - PUTATIVE RUST RESISTANCE PROTEIN (OS01G0781200 PROTEIN),AT3G14460.1,,LRR and NB-ARC domains-containing disease resistance protein,"GO:0006952,GO:0043531"
349,GRMZM2G003014,,,AT1G64980.1,,Nucleotide-diphospho-sugar transferases superfamily protein,
350,GRMZM2G007633,,,,,,
351,GRMZM2G003186,,(M=22) PF00378 - Enoyl-CoA hydratase/isomerase family,AT3G62660.1,GATL7,galacturonosyltransferase-like 7,"GO:0003824,GO:0008152"
352,GRMZM2G005207,wrky63,(M=128) PF03106 - WRKY DNA -binding domain,AT3G56400.1,"ATWRKY70,WRKY70",WRKY DNA-binding protein 70,"GO:0003700,GO:0006355,GO:0043565"
353,GRMZM2G003230,,(M=6) K05581 - NAD(P)H-quinone oxidoreductase subunit J,ATCG00420.1,,NADH dehydrogenase subunit J,"GO:0008137,GO:0055114"
354,GRMZM2G003368,,,AT3G02610.1,,Plant stearoyl-acyl-carrier-protein desaturase family protein,"GO:0006631,GO:0046914,GO:0055114,GO:0045300,GO:0016491"
355,GRMZM2G466549,,,AT1G76350.1,,Plant regulator RWP-RK family protein,
356,GRMZM2G003461,,,,,,
357,GRMZM2G388684,,(M=25) K08235 - xyloglucan:xyloglucosyl transferase [EC:2.4.1.207],AT2G36870.1,XTH32,xyloglucan endotransglucosylase/hydrolase 32,"GO:0016787,GO:0005975,GO:0006073,GO:0005618,GO:0048046,GO:0016762,GO:0004553"
358,GRMZM2G003496,,,,,,
359,GRMZM2G000209,,(M=75) PF00892 - EamA-like transporter family,AT5G45370.2,,nodulin MtN21 /EamA-like transporter family protein,GO:0016020
360,GRMZM2G003584,,,,,,
361,GRMZM2G441029,,(M=30) PTHR22763 - RING ZINC FINGER PROTEIN,AT5G59550.1,,zinc finger (C3HC4-type RING finger) family protein,"GO:0046872,GO:0008270,GO:0005515"
362,GRMZM2G003711,,,,,,
363,GRMZM5G874373,,,,,,
364,GRMZM5G836322,,,,,,
365,GRMZM2G702923,,(M=11) PTHR12329:SF8 - OS09G0524800 PROTEIN,AT5G52060.1,"ATBAG1,BAG1",BCL-2-associated athanogene 1,
366,GRMZM2G061609,,,,,,
367,GRMZM2G037077,,,,,,
368,GRMZM2G467576,,(M=5) PTHR22765:SF22 - OS05G0478000 PROTEIN,AT3G10910.1,,RING/U-box superfamily protein,"GO:0046872,GO:0008270,GO:0005515"
369,GRMZM2G134340,,,,,,
370,GRMZM2G147256,,(M=3) 4.1.2.5 - L-threonine aldolase.,AT1G08630.1,THA1,threonine aldolase 1,"GO:0006567,GO:0016829,GO:0006520,GO:0030170,GO:0004793"
371,GRMZM2G004012,,(M=61) PF02298 - Plastocyanin-like domain,AT2G02850.1,ARPN,plantacyanin,"GO:0005507,GO:0009055"
372,GRMZM2G004036,,(M=5) PTHR10366//PTHR10366:SF62 - NAD DEPENDENT EPIMERASE/DEHYDRATASE // SUBFAMILY NOT NAMED,AT1G75290.1,,NAD(P)-binding Rossmann-fold superfamily protein,"GO:0046686,GO:0006979,GO:0005886"
373,GRMZM2G004106,,(M=61) PF02298 - Plastocyanin-like domain,AT2G02850.1,ARPN,plantacyanin,"GO:0048046,GO:0048653,GO:0005507,GO:0009856,GO:0009055"
374,GRMZM2G013987,,,AT1G64870.1,,,
375,GRMZM2G004191,,,,,,
376,GRMZM2G004278,,,AT1G21240.1,WAK3,wall associated kinase 3,"GO:0030247,GO:0005515"
377,GRMZM2G004334,hb10,(M=30) K09338 - homeobox-leucine zipper protein,AT1G73360.1,"ATHDG11,EDT1,HDG11",homeodomain GLABROUS 11,"GO:0043565,GO:0003700,GO:0010091,GO:0005634,GO:0006355,GO:0048497"
378,GRMZM2G151273,,,,,,
379,GRMZM5G859148,,,AT2G35605.1,,SWIB/MDM2 domain superfamily protein,GO:0005515
380,GRMZM2G004519,,(M=80) PTHR14155 - RING FINGER DOMAIN-CONTAINING,AT2G42360.1,,RING/U-box superfamily protein,"GO:0046872,GO:0008270,GO:0005515"
381,GRMZM2G108258,,,AT1G02130.1,"ARA-5,ARA5,ATRAB1B,ATRABD2A,RA-5,RABD2A",RAS 5,"GO:0030742,GO:0080115,GO:0032588,GO:0005886,GO:0015031,GO:0006888,GO:0007264,GO:0005525"
382,GRMZM2G004653,,(M=60) PTHR11654:SF37 - OLIGOPEPTIDE TRANSPORTER-RELATED,AT1G22540.1,,Major facilitator superfamily protein,"GO:0005215,GO:0016020,GO:0006810"
383,GRMZM2G004679,,,AT2G01710.1,,Chaperone DnaJ-domain superfamily protein,
384,GRMZM5G864363,,(M=2) PTHR12868 - NADH-UBIQUINONE OXIDOREDUCTASE B22 SUBUNIT,AT4G34700.1,,LYR family of Fe/S cluster biogenesis protein,
385,GRMZM2G069298,fls2,(M=2) 1.14.11.23 - Flavonol synthase.,AT5G08640.2,"ATFLS1,FLS,FLS1",flavonol synthase 1,"GO:0009733,GO:0051555,GO:0045431,GO:0009813,GO:0009416,GO:0080167,GO:0055114,GO:0016491"
386,GRMZM2G156150,,"(M=28) PTHR24343:SF45 - SERINE/THREONINE-PROTEIN KINASE PTK1,2/STK1,2",AT5G58380.1,"CIPK10,PKS2,SIP1,SNRK3.8",SOS3-interacting protein 1,"GO:0006468,GO:0000166,GO:0004674,GO:0007165,GO:0005524"
387,GRMZM2G703348,,,,,,
388,GRMZM2G073223,,(M=66) PTHR10795:SF17 - SUBTILISIN-LIKE PROTEASE (PLANT),AT2G04160.1,AIR3,Subtilisin-like serine endopeptidase family protein,"GO:0004252,GO:0006508,GO:0008233,GO:0043086,GO:0042802"
389,GRMZM2G138029,,,,,,
390,GRMZM2G167336,,(M=136) KOG0156 - Cytochrome P450 CYP2 subfamily,AT5G06900.1,CYP93D1,"cytochrome P450, family 93, subfamily D, polypeptide 1","GO:0004497,GO:0046872,GO:0020037,GO:0016705,GO:0009055,GO:0055114"
391,GRMZM2G005013,,(M=5) KOG4629 - Predicted mechanosensitive ion channel,AT5G12080.1,"ATMSL10,MSL10",mechanosensitive channel of small conductance-like 10,"GO:0050982,GO:0005634,GO:0080167,GO:0005886,GO:0008381,GO:0055085"
392,GRMZM2G407189,,,AT3G43720.1,,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein,
393,GRMZM2G116167,,,AT1G62790.1,,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein,
394,GRMZM2G005046,,(M=110) PF02458 - Transferase family,AT5G17540.1,,HXXXD-type acyl-transferase family protein,"GO:0016740,GO:0010327,GO:0016747"
395,AC198699.3_FG004,,"(M=2) PF01070//PF04078 - FMN-dependent dehydrogenase // Cell differentiation family, Rcd1-like",AT3G14420.3,,Aldolase-type TIM barrel family protein,"GO:0055114,GO:0016491"
396,GRMZM2G165198,,,,,,
397,GRMZM2G406170,,(M=10) PF03181 - BURP domain,AT5G25610.1,"ATRD22,RD22",BURP domain-containing protein,
398,GRMZM2G005301,ereb144,(M=224) PF00847 - AP2 domain,AT5G11590.1,TINY2,Integrase-type DNA-binding superfamily protein,"GO:0003700,GO:0006355"
399,GRMZM2G361049,,(M=1) PF00004//PF00297 - ATPase family associated with various cellular activities (AAA) // Ribosomal protein L3,AT1G43170.1,"ARP1,emb2207,RP1,RPL3A",ribosomal protein 1,"GO:0003735,GO:0005840,GO:0006412,GO:0005524,GO:0005622"
400,GRMZM2G050952,,(M=4) PTHR13609 - UBIQUITIN DOMAIN CONTAINING 1 PROTEIN-RELATED,AT5G45740.1,,Ubiquitin domain-containing protein,
401,GRMZM2G005554,,,AT5G14410.1,,,
402,GRMZM2G005619,cyc5,(M=6) K05868 - cyclin B,AT5G06150.1,"CYC1BAT,CYCB1;2",Cyclin family protein,"GO:0000079,GO:0019901,GO:0051301,GO:0005634"
403,GRMZM2G039610,,(M=18) PTHR12601 - EUKARYOTIC TRANSLATION INITIATION FACTOR 3 SUBUNIT (EIF-3),AT3G52140.4,,tetratricopeptide repeat (TPR)-containing protein,"GO:0009507,GO:0005886"
404,GRMZM2G005715,,,AT5G36710.1,,,
405,GRMZM2G005749,,,AT5G51960.1,,,
406,GRMZM2G005818,,,AT3G28455.1,CLE25,CLAVATA3/ESR-RELATED 25,
407,GRMZM2G005825,,,,,,
408,GRMZM2G479967,,(M=1) PF00168//PF08646 - C2 domain // Replication factor-A C terminal domain,AT1G63220.2,,Calcium-dependent lipid-binding (CaLB domain) family protein,GO:0005515
409,GRMZM2G005991,,(M=64) PF00234 - Protease inhibitor/seed storage/LTP family,AT1G05450.2,,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein,
410,GRMZM2G006047,,,AT3G22600.1,,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein,
411,GRMZM2G006197,,,AT1G76250.1,,,
412,GRMZM2G092813,,(M=28) KOG1176 - Acyl-CoA synthetase,AT1G65880.1,BZO1,benzoyloxyglucosinolate 1,"GO:0019761,GO:0003824,GO:0018858,GO:0008152"
413,AC202567.4_FG004,,,AT3G50910.1,,,
414,GRMZM2G350841,,(M=4) PTHR23155:SF154 - OS07G0141700 PROTEIN,AT1G59780.1,,NB-ARC domain-containing disease resistance protein,GO:0043531
415,GRMZM2G018037,,(M=86) PF00106 - short chain dehydrogenase,AT1G10310.1,,NAD(P)-binding Rossmann-fold superfamily protein,"GO:0006760,GO:0016616,GO:0005829,GO:0000166,GO:0055114,GO:0016491"
416,GRMZM2G437827,,,AT4G16180.2,,,
417,GRMZM2G164704,,,,,,
418,GRMZM2G006716,,(M=62) PTHR23024:SF10 - CARBOXYLESTERASE-RELATED,AT5G06570.1,,alpha/beta-Hydrolases superfamily protein,"GO:0016787,GO:0008152"
419,GRMZM2G006762,,,AT5G18280.1,"APY2,ATAPY2",apyrase 2,GO:0016787
420,GRMZM2G447436,,(M=13) 4.3.1.24 - Phenylalanine ammonia-lyase.,AT2G37040.1,"ATPAL1,PAL1",PHE ammonia lyase 1,"GO:0046274,GO:0016841,GO:0009555,GO:0009819,GO:0046244,GO:0003824,GO:0009058,GO:0080167,GO:0010224,GO:0006979"
421,GRMZM2G006841,,,,,,
422,GRMZM2G006884,,,,,,
423,GRMZM2G180283,,(M=181) PTHR11926:SF15 - UDP-GLUCOSYLTRANSFERASE,AT2G22590.1,,UDP-Glycosyltransferase superfamily protein,"GO:0016758,GO:0008152"
424,GRMZM2G469006,,(M=3) PTHR11073:SF2 - CALRETICULIN,AT1G09210.1,"AtCRT1b,CRT1b",calreticulin 1b,"GO:0006457,GO:0005509,GO:0051082,GO:0005783"
425,GRMZM2G103197,,,AT1G19670.1,"ATCLH1,ATHCOR1,CLH1,CORI1",chlorophyllase 1,"GO:0015996,GO:0047746"
426,GRMZM2G007053,,(M=4) 1.3.1.77 - Anthocyanidin reductase.,AT1G61720.1,BAN,NAD(P)-binding Rossmann-fold superfamily protein,"GO:0003824,GO:0044237,GO:0050662"
427,GRMZM2G007057,,"(M=2) PTHR24067:SF26 - UBIQUITIN-CONJUGATING ENZYME E2 A, B",AT3G20060.1,UBC19,ubiquitin-conjugating enzyme19,"GO:0016881,GO:0016874"
428,GRMZM2G044423,,,,,,
429,GRMZM2G338454,pebp3,(M=27) PTHR11362 - PHOSPHATIDYLETHANOLAMINE-BINDING PROTEIN,AT2G27550.1,ATC,centroradialis,
430,GRMZM5G841101,,"(M=22) KOG0131 - Splicing factor 3b, subunit 4",AT1G60000.1,,RNA-binding (RRM/RBD/RNP motifs) family protein,"GO:0003676,GO:0000166"
431,GRMZM2G007795,,(M=12) 2.4.1.218 - Hydroquinone glucosyltransferase.,AT4G01070.1,"GT72B1,UGT72B1",UDP-Glycosyltransferase superfamily protein,"GO:0008152,GO:0080043,GO:0009636,GO:0016758,GO:0009651,GO:0042178"
432,GRMZM2G162755,,(M=2) 2.4.1.111 - Coniferyl-alcohol glucosyltransferase.,AT2G18570.1,,UDP-Glycosyltransferase superfamily protein,"GO:0016758,GO:0008152"
